,ticker,company,sector_y,period
442,CAG,CONAGRA FOODS INC /DE/,consumer_staples,2010-09-30
443,CAG,CONAGRA FOODS INC /DE/,consumer_staples,2011-09-30
444,CAG,CONAGRA FOODS INC /DE/,consumer_staples,2012-09-30
445,CAG,CONAGRA FOODS INC /DE/,consumer_staples,2013-09-30
446,CAG,CONAGRA FOODS INC /DE/,consumer_staples,2014-09-30
447,CAG,CONAGRA FOODS INC /DE/,consumer_staples,2015-09-30
448,CAH,CARDINAL HEALTH INC,health_care,2010-09-30
449,CAH,CARDINAL HEALTH INC,health_care,2011-09-30
450,CAH,CARDINAL HEALTH INC,health_care,2012-09-30
451,CAH,CARDINAL HEALTH INC,health_care,2013-09-30
452,CAH,CARDINAL HEALTH INC,health_care,2014-09-30
453,CAH,CARDINAL HEALTH INC,health_care,2018-09-30
454,CAT,CATERPILLAR INC,industrials,2010-09-30
455,CAT,CATERPILLAR INC,industrials,2011-09-30
456,CAT,CATERPILLAR INC,industrials,2013-09-30
457,CAT,CATERPILLAR INC,industrials,2014-09-30
458,CBS,CBS Corp.,consumer_discretionary,2009-09-30
459,CBS,CBS Corp.,consumer_discretionary,2010-09-30
460,CBS,CBS Corp.,consumer_discretionary,2011-09-30
461,CBS,CBS Corp.,consumer_discretionary,2012-09-30
462,CBS,CBS Corp.,consumer_discretionary,2013-09-30
463,CBS,CBS Corp.,consumer_discretionary,2014-09-30
464,CBS,CBS Corp.,consumer_discretionary,2015-09-30
465,CBS,CBS Corp.,consumer_discretionary,2016-09-30
466,CBS,CBS Corp.,consumer_discretionary,2017-09-30
467,CBS,CBS Corp.,consumer_discretionary,2018-09-30
468,CCI,Crown Castle International Corp.,real_estate,2009-09-30
469,CCI,Crown Castle International Corp.,real_estate,2010-09-30
470,CCI,Crown Castle International Corp.,real_estate,2011-09-30
471,CCI,Crown Castle International Corp.,real_estate,2012-09-30
472,CCI,Crown Castle International Corp.,real_estate,2013-09-30
473,CCI,Crown Castle International Corp.,real_estate,2014-09-30
474,CCI,Crown Castle International Corp.,real_estate,2016-09-30
475,CCI,Crown Castle International Corp.,real_estate,2017-09-30
476,CCI,Crown Castle International Corp.,real_estate,2018-09-30
477,CCL,CARNIVAL CORP,consumer_discretionary,2009-09-30
478,CCL,CARNIVAL CORP,consumer_discretionary,2010-09-30
479,CCL,CARNIVAL CORP,consumer_discretionary,2011-09-30
480,CCL,CARNIVAL CORP,consumer_discretionary,2012-09-30
481,CCL,CARNIVAL CORP,consumer_discretionary,2013-09-30
482,CCL,CARNIVAL CORP,consumer_discretionary,2014-09-30
483,CCL,CARNIVAL CORP,consumer_discretionary,2015-09-30
484,CCL,CARNIVAL CORP,consumer_discretionary,2016-09-30
485,CCL,CARNIVAL CORP,consumer_discretionary,2017-09-30
486,CCL,CARNIVAL CORP,consumer_discretionary,2018-09-30
487,CDNS,CADENCE DESIGN SYSTEMS INC,information_tech,2011-09-30
488,CDNS,CADENCE DESIGN SYSTEMS INC,information_tech,2012-09-30
489,CDNS,CADENCE DESIGN SYSTEMS INC,information_tech,2013-09-30
490,CDNS,CADENCE DESIGN SYSTEMS INC,information_tech,2015-09-30
491,CDNS,CADENCE DESIGN SYSTEMS INC,information_tech,2016-09-30
492,CDNS,CADENCE DESIGN SYSTEMS INC,information_tech,2017-09-30
493,CDNS,CADENCE DESIGN SYSTEMS INC,information_tech,2018-09-30
494,CELG,CELGENE CORP /DE/,health_care,2009-09-30
495,CELG,CELGENE CORP /DE/,health_care,2010-09-30
496,CELG,CELGENE CORP /DE/,health_care,2011-09-30
497,CELG,CELGENE CORP /DE/,health_care,2012-09-30
498,CELG,CELGENE CORP /DE/,health_care,2013-09-30
499,CELG,CELGENE CORP /DE/,health_care,2014-09-30
500,CELG,CELGENE CORP /DE/,health_care,2016-09-30
501,CELG,CELGENE CORP /DE/,health_care,2017-09-30
502,CELG,CELGENE CORP /DE/,health_care,2018-09-30
503,CF,"CF Industries Holdings, Inc.",materials,2010-09-30
504,CF,"CF Industries Holdings, Inc.",materials,2011-09-30
505,CF,"CF Industries Holdings, Inc.",materials,2013-09-30
506,CF,"CF Industries Holdings, Inc.",materials,2014-09-30
507,CHD,Church & Dwight,consumer_staples,2010-09-30
508,CHD,Church & Dwight,consumer_staples,2011-09-30
509,CHD,Church & Dwight,consumer_staples,2012-09-30
510,CHD,Church & Dwight,consumer_staples,2013-09-30
511,CHD,Church & Dwight,consumer_staples,2014-09-30
512,CHD,Church & Dwight,consumer_staples,2015-09-30
513,CHD,Church & Dwight,consumer_staples,2016-09-30
514,CHD,Church & Dwight,consumer_staples,2017-09-30
515,CHD,Church & Dwight,consumer_staples,2018-09-30
516,CHRW,C. H. Robinson Worldwide,industrials,2010-09-30
517,CHRW,C. H. Robinson Worldwide,industrials,2011-09-30
518,CHRW,C. H. Robinson Worldwide,industrials,2012-09-30
519,CHRW,C. H. Robinson Worldwide,industrials,2013-09-30
520,CHRW,C. H. Robinson Worldwide,industrials,2014-09-30
521,CHRW,C. H. Robinson Worldwide,industrials,2015-09-30
522,CHRW,C. H. Robinson Worldwide,industrials,2016-09-30
523,CHRW,C. H. Robinson Worldwide,industrials,2017-09-30
524,CHRW,C. H. Robinson Worldwide,industrials,2018-09-30
525,CHTR,Charter Communications,consumer_discretionary,2011-09-30
526,CHTR,Charter Communications,consumer_discretionary,2012-09-30
527,CHTR,Charter Communications,consumer_discretionary,2013-09-30
528,CHTR,Charter Communications,consumer_discretionary,2014-09-30
529,CHTR,Charter Communications,consumer_discretionary,2015-09-30
530,CL,COLGATE PALMOLIVE CO,consumer_staples,2009-09-30
531,CL,COLGATE PALMOLIVE CO,consumer_staples,2010-09-30
532,CL,COLGATE PALMOLIVE CO,consumer_staples,2011-09-30
533,CL,COLGATE PALMOLIVE CO,consumer_staples,2012-09-30
534,CL,COLGATE PALMOLIVE CO,consumer_staples,2013-09-30
535,CL,COLGATE PALMOLIVE CO,consumer_staples,2014-09-30
536,CL,COLGATE PALMOLIVE CO,consumer_staples,2015-09-30
537,CL,COLGATE PALMOLIVE CO,consumer_staples,2016-09-30
538,CL,COLGATE PALMOLIVE CO,consumer_staples,2017-09-30
539,CL,COLGATE PALMOLIVE CO,consumer_staples,2018-09-30
540,CLX,CLOROX CO /DE/,consumer_staples,2010-09-30
541,CLX,CLOROX CO /DE/,consumer_staples,2011-09-30
542,CLX,CLOROX CO /DE/,consumer_staples,2012-09-30
543,CLX,CLOROX CO /DE/,consumer_staples,2013-09-30
544,CLX,CLOROX CO /DE/,consumer_staples,2014-09-30
545,CLX,CLOROX CO /DE/,consumer_staples,2015-09-30
546,CLX,CLOROX CO /DE/,consumer_staples,2016-09-30
547,CLX,CLOROX CO /DE/,consumer_staples,2017-09-30
548,CLX,CLOROX CO /DE/,consumer_staples,2018-09-30
549,CMCSA,COMCAST CORP,consumer_discretionary,2009-09-30
550,CMCSA,COMCAST CORP,consumer_discretionary,2010-09-30
551,CMCSA,COMCAST CORP,consumer_discretionary,2011-09-30
552,CMCSA,COMCAST CORP,consumer_discretionary,2012-09-30
553,CMCSA,COMCAST CORP,consumer_discretionary,2013-09-30
554,CMCSA,COMCAST CORP,consumer_discretionary,2014-09-30
555,CMCSA,COMCAST CORP,consumer_discretionary,2015-09-30
556,CMCSA,COMCAST CORP,consumer_discretionary,2016-09-30
557,CMCSA,COMCAST CORP,consumer_discretionary,2017-09-30
558,CMCSA,COMCAST CORP,consumer_discretionary,2018-09-30
559,CMG,CHIPOTLE MEXICAN GRILL INC,consumer_discretionary,2010-09-30
560,CMG,CHIPOTLE MEXICAN GRILL INC,consumer_discretionary,2011-09-30
561,CMG,CHIPOTLE MEXICAN GRILL INC,consumer_discretionary,2012-09-30
562,CMG,CHIPOTLE MEXICAN GRILL INC,consumer_discretionary,2013-09-30
563,CMG,CHIPOTLE MEXICAN GRILL INC,consumer_discretionary,2014-09-30
564,CMI,CUMMINS INC,industrials,2009-09-30
565,CMI,CUMMINS INC,industrials,2010-09-30
566,CMI,CUMMINS INC,industrials,2011-09-30
567,CMI,CUMMINS INC,industrials,2012-09-30
568,CMI,CUMMINS INC,industrials,2013-09-30
569,CMI,CUMMINS INC,industrials,2014-09-30
570,CMI,CUMMINS INC,industrials,2015-09-30
571,CMS,CMS Energy,utilities,2010-09-30
572,CMS,CMS Energy,utilities,2011-09-30
573,CMS,CMS Energy,utilities,2012-09-30
574,CMS,CMS Energy,utilities,2013-09-30
575,CMS,CMS Energy,utilities,2014-09-30
576,CMS,CMS Energy,utilities,2015-09-30
577,CMS,CMS Energy,utilities,2016-09-30
578,CNC,Centene Corporation,health_care,2011-09-30
579,CNC,Centene Corporation,health_care,2013-09-30
580,CNC,Centene Corporation,health_care,2014-09-30
581,CNC,Centene Corporation,health_care,2015-09-30
582,CNC,Centene Corporation,health_care,2016-09-30
583,CNC,Centene Corporation,health_care,2017-09-30
584,CNC,Centene Corporation,health_care,2018-09-30
585,CNP,CenterPoint Energy,utilities,2009-09-30
586,CNP,CenterPoint Energy,utilities,2010-09-30
587,CNP,CenterPoint Energy,utilities,2011-09-30
588,CNP,CenterPoint Energy,utilities,2012-09-30
589,CNP,CenterPoint Energy,utilities,2013-09-30
590,CNP,CenterPoint Energy,utilities,2014-09-30
591,CNP,CenterPoint Energy,utilities,2015-09-30
592,CNP,CenterPoint Energy,utilities,2016-09-30
593,CNP,CenterPoint Energy,utilities,2017-09-30
594,CNP,CenterPoint Energy,utilities,2018-09-30
595,COG,Cabot Oil & Gas,energy,2009-09-30
596,COG,Cabot Oil & Gas,energy,2010-09-30
597,COG,Cabot Oil & Gas,energy,2011-09-30
598,COG,Cabot Oil & Gas,energy,2012-09-30
599,COG,Cabot Oil & Gas,energy,2013-09-30
600,COG,Cabot Oil & Gas,energy,2014-09-30
601,COG,Cabot Oil & Gas,energy,2015-09-30
602,COG,Cabot Oil & Gas,energy,2016-09-30
603,COG,Cabot Oil & Gas,energy,2017-09-30
604,COG,Cabot Oil & Gas,energy,2018-09-30
605,COL,Rockwell Collins,industrials,2009-09-30
606,COL,Rockwell Collins,industrials,2010-09-30
607,COL,Rockwell Collins,industrials,2011-09-30
608,COL,Rockwell Collins,industrials,2012-09-30
609,COL,Rockwell Collins,industrials,2013-09-30
610,COL,Rockwell Collins,industrials,2014-09-30
611,COL,Rockwell Collins,industrials,2016-09-30
612,COL,Rockwell Collins,industrials,2017-09-30
613,COL,Rockwell Collins,industrials,2018-09-30
614,COO,COOPER COMPANIES INC,health_care,2010-09-30
615,COO,COOPER COMPANIES INC,health_care,2011-09-30
616,COO,COOPER COMPANIES INC,health_care,2012-09-30
617,COO,COOPER COMPANIES INC,health_care,2013-09-30
618,COO,COOPER COMPANIES INC,health_care,2014-09-30
619,COO,COOPER COMPANIES INC,health_care,2015-09-30
620,COO,COOPER COMPANIES INC,health_care,2016-09-30
621,COO,COOPER COMPANIES INC,health_care,2017-09-30
622,COO,COOPER COMPANIES INC,health_care,2018-09-30
623,COP,ConocoPhillips,energy,2009-09-30
624,COP,ConocoPhillips,energy,2010-09-30
625,COP,ConocoPhillips,energy,2011-09-30
626,COP,ConocoPhillips,energy,2012-09-30
627,COP,ConocoPhillips,energy,2013-09-30
628,COP,ConocoPhillips,energy,2014-09-30
629,COP,ConocoPhillips,energy,2016-09-30
630,COP,ConocoPhillips,energy,2017-09-30
631,COTY,COTY INC.,consumer_staples,2013-09-30
632,COTY,COTY INC.,consumer_staples,2014-09-30
633,COTY,COTY INC.,consumer_staples,2017-09-30
634,COTY,COTY INC.,consumer_staples,2018-09-30
635,CPB,CAMPBELL SOUP CO,consumer_staples,2009-09-30
636,CPB,CAMPBELL SOUP CO,consumer_staples,2010-09-30
637,CPB,CAMPBELL SOUP CO,consumer_staples,2011-09-30
638,CPB,CAMPBELL SOUP CO,consumer_staples,2012-09-30
639,CPB,CAMPBELL SOUP CO,consumer_staples,2013-09-30
640,CPB,CAMPBELL SOUP CO,consumer_staples,2014-09-30
641,CPB,CAMPBELL SOUP CO,consumer_staples,2015-09-30
642,CPB,CAMPBELL SOUP CO,consumer_staples,2016-09-30
643,CPB,CAMPBELL SOUP CO,consumer_staples,2017-09-30
644,CPB,CAMPBELL SOUP CO,consumer_staples,2018-09-30
645,CRM,SALESFORCE COM INC,information_tech,2009-09-30
646,CRM,SALESFORCE COM INC,information_tech,2010-09-30
647,CRM,SALESFORCE COM INC,information_tech,2012-09-30
648,CRM,SALESFORCE COM INC,information_tech,2013-09-30
649,CRM,SALESFORCE COM INC,information_tech,2014-09-30
650,CRM,SALESFORCE COM INC,information_tech,2016-09-30
651,CRM,SALESFORCE COM INC,information_tech,2017-09-30
652,CRM,SALESFORCE COM INC,information_tech,2018-09-30
653,CSCO,"CISCO SYSTEMS, INC.",information_tech,2010-09-30
654,CSCO,"CISCO SYSTEMS, INC.",information_tech,2011-09-30
655,CSCO,"CISCO SYSTEMS, INC.",information_tech,2012-09-30
656,CSCO,"CISCO SYSTEMS, INC.",information_tech,2013-09-30
657,CSCO,"CISCO SYSTEMS, INC.",information_tech,2014-09-30
658,CSCO,"CISCO SYSTEMS, INC.",information_tech,2015-09-30
659,CSCO,"CISCO SYSTEMS, INC.",information_tech,2016-09-30
660,CSCO,"CISCO SYSTEMS, INC.",information_tech,2017-09-30
661,CSCO,"CISCO SYSTEMS, INC.",information_tech,2018-09-30
662,CSX,CSX CORP,industrials,2009-09-30
663,CSX,CSX CORP,industrials,2010-09-30
664,CSX,CSX CORP,industrials,2011-09-30
665,CSX,CSX CORP,industrials,2012-09-30
666,CSX,CSX CORP,industrials,2013-09-30
667,CSX,CSX CORP,industrials,2014-09-30
668,CSX,CSX CORP,industrials,2015-09-30
669,CSX,CSX CORP,industrials,2016-09-30
670,CSX,CSX CORP,industrials,2017-09-30
671,CSX,CSX CORP,industrials,2018-09-30
672,CTAS,CINTAS CORP,industrials,2010-09-30
673,CTAS,CINTAS CORP,industrials,2011-09-30
674,CTAS,CINTAS CORP,industrials,2012-09-30
675,CTAS,CINTAS CORP,industrials,2013-09-30
676,CTAS,CINTAS CORP,industrials,2014-09-30
677,CTAS,CINTAS CORP,industrials,2015-09-30
678,CTAS,CINTAS CORP,industrials,2016-09-30
679,CTAS,CINTAS CORP,industrials,2017-09-30
680,CTAS,CINTAS CORP,industrials,2018-09-30
681,CTL,"CENTURYLINK, INC",telecom,2011-09-30
682,CTL,"CENTURYLINK, INC",telecom,2012-09-30
683,CTL,"CENTURYLINK, INC",telecom,2013-09-30
684,CTL,"CENTURYLINK, INC",telecom,2014-09-30
685,CTL,"CENTURYLINK, INC",telecom,2016-09-30
686,CTL,"CENTURYLINK, INC",telecom,2017-09-30
687,CTL,"CENTURYLINK, INC",telecom,2018-09-30
688,CTSH,COGNIZANT TECHNOLOGY SOLUTIONS CORP,information_tech,2009-09-30
689,CTSH,COGNIZANT TECHNOLOGY SOLUTIONS CORP,information_tech,2010-09-30
690,CTSH,COGNIZANT TECHNOLOGY SOLUTIONS CORP,information_tech,2011-09-30
691,CTSH,COGNIZANT TECHNOLOGY SOLUTIONS CORP,information_tech,2012-09-30
692,CTSH,COGNIZANT TECHNOLOGY SOLUTIONS CORP,information_tech,2013-09-30
693,CTSH,COGNIZANT TECHNOLOGY SOLUTIONS CORP,information_tech,2014-09-30
694,CTSH,COGNIZANT TECHNOLOGY SOLUTIONS CORP,information_tech,2015-09-30
695,CTSH,COGNIZANT TECHNOLOGY SOLUTIONS CORP,information_tech,2016-09-30
696,CTSH,COGNIZANT TECHNOLOGY SOLUTIONS CORP,information_tech,2017-09-30
697,CTSH,COGNIZANT TECHNOLOGY SOLUTIONS CORP,information_tech,2018-09-30
698,CTXS,CITRIX SYSTEMS INC,information_tech,2009-09-30
699,CTXS,CITRIX SYSTEMS INC,information_tech,2010-09-30
700,CTXS,CITRIX SYSTEMS INC,information_tech,2011-09-30
701,CTXS,CITRIX SYSTEMS INC,information_tech,2012-09-30
702,CTXS,CITRIX SYSTEMS INC,information_tech,2013-09-30
703,CTXS,CITRIX SYSTEMS INC,information_tech,2014-09-30
704,CTXS,CITRIX SYSTEMS INC,information_tech,2015-09-30
705,CVS,CVS HEALTH Corp,consumer_staples,2009-09-30
706,CVS,CVS HEALTH Corp,consumer_staples,2010-09-30
707,CVS,CVS HEALTH Corp,consumer_staples,2011-09-30
708,CVS,CVS HEALTH Corp,consumer_staples,2012-09-30
709,CVS,CVS HEALTH Corp,consumer_staples,2013-09-30
710,CVS,CVS HEALTH Corp,consumer_staples,2014-09-30
711,CVS,CVS HEALTH Corp,consumer_staples,2015-09-30
712,CVS,CVS HEALTH Corp,consumer_staples,2016-09-30
713,CVS,CVS HEALTH Corp,consumer_staples,2017-09-30
714,CVS,CVS HEALTH Corp,consumer_staples,2018-09-30
715,CVX,CHEVRON CORP,energy,2010-09-30
716,CVX,CHEVRON CORP,energy,2011-09-30
717,CVX,CHEVRON CORP,energy,2013-09-30
718,CVX,CHEVRON CORP,energy,2014-09-30
719,CXO,Concho Resources,energy,2010-09-30
720,CXO,Concho Resources,energy,2011-09-30
721,CXO,Concho Resources,energy,2012-09-30
722,CXO,Concho Resources,energy,2013-09-30
723,CXO,Concho Resources,energy,2014-09-30
724,CXO,Concho Resources,energy,2015-09-30
725,CXO,Concho Resources,energy,2016-09-30
726,CXO,Concho Resources,energy,2017-09-30
727,CXO,Concho Resources,energy,2018-09-30
728,D,DOMINION RESOURCES INC /VA/,utilities,2009-09-30
729,D,DOMINION RESOURCES INC /VA/,utilities,2010-09-30
730,D,DOMINION RESOURCES INC /VA/,utilities,2011-09-30
731,D,DOMINION RESOURCES INC /VA/,utilities,2012-09-30
732,D,DOMINION RESOURCES INC /VA/,utilities,2013-09-30
733,D,DOMINION RESOURCES INC /VA/,utilities,2014-09-30
734,D,DOMINION RESOURCES INC /VA/,utilities,2018-09-30
735,DAL,DELTA AIR LINES INC /DE/,industrials,2010-09-30
736,DAL,DELTA AIR LINES INC /DE/,industrials,2011-09-30
737,DAL,DELTA AIR LINES INC /DE/,industrials,2012-09-30
738,DAL,DELTA AIR LINES INC /DE/,industrials,2013-09-30
739,DAL,DELTA AIR LINES INC /DE/,industrials,2014-09-30
740,DAL,DELTA AIR LINES INC /DE/,industrials,2016-09-30
741,DAL,DELTA AIR LINES INC /DE/,industrials,2017-09-30
742,DAL,DELTA AIR LINES INC /DE/,industrials,2018-09-30
743,DE,DEERE & CO,industrials,2009-09-30
744,DE,DEERE & CO,industrials,2010-09-30
745,DE,DEERE & CO,industrials,2011-09-30
746,DE,DEERE & CO,industrials,2012-09-30
747,DE,DEERE & CO,industrials,2013-09-30
748,DE,DEERE & CO,industrials,2014-09-30
749,DE,DEERE & CO,industrials,2016-09-30
750,DE,DEERE & CO,industrials,2017-09-30
751,DE,DEERE & CO,industrials,2018-09-30
752,DG,DOLLAR GENERAL CORP,consumer_discretionary,2011-09-30
753,DG,DOLLAR GENERAL CORP,consumer_discretionary,2012-09-30
754,DG,DOLLAR GENERAL CORP,consumer_discretionary,2013-09-30
755,DG,DOLLAR GENERAL CORP,consumer_discretionary,2014-09-30
756,DG,DOLLAR GENERAL CORP,consumer_discretionary,2015-09-30
757,DG,DOLLAR GENERAL CORP,consumer_discretionary,2018-09-30
758,DGX,QUEST DIAGNOSTICS INC,health_care,2009-09-30
759,DGX,QUEST DIAGNOSTICS INC,health_care,2010-09-30
760,DGX,QUEST DIAGNOSTICS INC,health_care,2011-09-30
761,DGX,QUEST DIAGNOSTICS INC,health_care,2012-09-30
762,DGX,QUEST DIAGNOSTICS INC,health_care,2013-09-30
763,DGX,QUEST DIAGNOSTICS INC,health_care,2014-09-30
764,DGX,QUEST DIAGNOSTICS INC,health_care,2015-09-30
765,DGX,QUEST DIAGNOSTICS INC,health_care,2016-09-30
766,DGX,QUEST DIAGNOSTICS INC,health_care,2017-09-30
767,DGX,QUEST DIAGNOSTICS INC,health_care,2018-09-30
768,DHR,DANAHER CORP /DE/,health_care,2010-09-30
769,DHR,DANAHER CORP /DE/,health_care,2011-09-30
770,DHR,DANAHER CORP /DE/,health_care,2012-09-30
771,DHR,DANAHER CORP /DE/,health_care,2013-09-30
772,DHR,DANAHER CORP /DE/,health_care,2014-09-30
773,DIS,WALT DISNEY CO/,consumer_discretionary,2010-09-30
774,DIS,WALT DISNEY CO/,consumer_discretionary,2011-09-30
775,DIS,WALT DISNEY CO/,consumer_discretionary,2012-09-30
776,DIS,WALT DISNEY CO/,consumer_discretionary,2013-09-30
777,DIS,WALT DISNEY CO/,consumer_discretionary,2014-09-30
778,DIS,WALT DISNEY CO/,consumer_discretionary,2016-09-30
779,DISCA,"Discovery Communications, Inc.",consumer_discretionary,2009-09-30
780,DISCA,"Discovery Communications, Inc.",consumer_discretionary,2010-09-30
781,DISCA,"Discovery Communications, Inc.",consumer_discretionary,2011-09-30
782,DISCA,"Discovery Communications, Inc.",consumer_discretionary,2012-09-30
783,DISCA,"Discovery Communications, Inc.",consumer_discretionary,2013-09-30
784,DISCA,"Discovery Communications, Inc.",consumer_discretionary,2014-09-30
785,DISCA,"Discovery Communications, Inc.",consumer_discretionary,2015-09-30
786,DISCA,"Discovery Communications, Inc.",consumer_discretionary,2016-09-30
787,DISCA,"Discovery Communications, Inc.",consumer_discretionary,2017-09-30
788,DISCA,"Discovery Communications, Inc.",consumer_discretionary,2018-09-30
789,DISH,DISH Network CORP,consumer_discretionary,2009-09-30
790,DISH,DISH Network CORP,consumer_discretionary,2010-09-30
791,DISH,DISH Network CORP,consumer_discretionary,2011-09-30
792,DISH,DISH Network CORP,consumer_discretionary,2012-09-30
793,DISH,DISH Network CORP,consumer_discretionary,2013-09-30
794,DISH,DISH Network CORP,consumer_discretionary,2014-09-30
795,DISH,DISH Network CORP,consumer_discretionary,2015-09-30
796,DLTR,Dollar Tree,consumer_discretionary,2010-09-30
797,DLTR,Dollar Tree,consumer_discretionary,2011-09-30
798,DLTR,Dollar Tree,consumer_discretionary,2012-09-30
799,DLTR,Dollar Tree,consumer_discretionary,2013-09-30
800,DLTR,Dollar Tree,consumer_discretionary,2014-09-30
801,DLTR,Dollar Tree,consumer_discretionary,2015-09-30
802,DLTR,Dollar Tree,consumer_discretionary,2016-09-30
803,DLTR,Dollar Tree,consumer_discretionary,2017-09-30
804,DLTR,Dollar Tree,consumer_discretionary,2018-09-30
805,DOV,DOVER Corp,industrials,2009-09-30
806,DOV,DOVER Corp,industrials,2010-09-30
807,DOV,DOVER Corp,industrials,2011-09-30
808,DOV,DOVER Corp,industrials,2012-09-30
809,DOV,DOVER Corp,industrials,2013-09-30
810,DOV,DOVER Corp,industrials,2014-09-30
811,DOV,DOVER Corp,industrials,2015-09-30
812,DOV,DOVER Corp,industrials,2016-09-30
813,DOV,DOVER Corp,industrials,2017-09-30
814,DOV,DOVER Corp,industrials,2018-09-30
815,DPS,Dr Pepper Snapple Group,consumer_staples,2010-09-30
816,DPS,Dr Pepper Snapple Group,consumer_staples,2011-09-30
817,DPS,Dr Pepper Snapple Group,consumer_staples,2012-09-30
818,DPS,Dr Pepper Snapple Group,consumer_staples,2013-09-30
819,DPS,Dr Pepper Snapple Group,consumer_staples,2014-09-30
820,DPS,Dr Pepper Snapple Group,consumer_staples,2016-09-30
821,DPS,Dr Pepper Snapple Group,consumer_staples,2017-09-30
822,DPS,Dr Pepper Snapple Group,consumer_staples,2018-09-30
823,DRI,DARDEN RESTAURANTS INC,consumer_discretionary,2010-09-30
824,DRI,DARDEN RESTAURANTS INC,consumer_discretionary,2011-09-30
825,DRI,DARDEN RESTAURANTS INC,consumer_discretionary,2013-09-30
826,DRI,DARDEN RESTAURANTS INC,consumer_discretionary,2014-09-30
827,DRI,DARDEN RESTAURANTS INC,consumer_discretionary,2016-09-30
828,DRI,DARDEN RESTAURANTS INC,consumer_discretionary,2017-09-30
829,DRI,DARDEN RESTAURANTS INC,consumer_discretionary,2018-09-30
830,DTE,DTE Energy Co.,utilities,2009-09-30
831,DTE,DTE Energy Co.,utilities,2010-09-30
832,DTE,DTE Energy Co.,utilities,2011-09-30
833,DTE,DTE Energy Co.,utilities,2012-09-30
834,DTE,DTE Energy Co.,utilities,2013-09-30
835,DTE,DTE Energy Co.,utilities,2014-09-30
836,DTE,DTE Energy Co.,utilities,2015-09-30
837,DTE,DTE Energy Co.,utilities,2018-09-30
838,DUK,Duke Energy CORP,utilities,2009-09-30
839,DUK,Duke Energy CORP,utilities,2010-09-30
840,DUK,Duke Energy CORP,utilities,2011-09-30
841,DUK,Duke Energy CORP,utilities,2012-09-30
842,DUK,Duke Energy CORP,utilities,2013-09-30
843,DUK,Duke Energy CORP,utilities,2014-09-30
844,DUK,Duke Energy CORP,utilities,2016-09-30
845,DUK,Duke Energy CORP,utilities,2017-09-30
846,DUK,Duke Energy CORP,utilities,2018-09-30
847,DVA,DAVITA INC.,health_care,2010-09-30
848,DVA,DAVITA INC.,health_care,2011-09-30
849,DVA,DAVITA INC.,health_care,2012-09-30
850,DVA,DAVITA INC.,health_care,2013-09-30
851,DVA,DAVITA INC.,health_care,2014-09-30
852,DVA,DAVITA INC.,health_care,2015-09-30
853,DVN,DEVON ENERGY CORP/DE,energy,2010-09-30
854,DVN,DEVON ENERGY CORP/DE,energy,2011-09-30
855,DVN,DEVON ENERGY CORP/DE,energy,2013-09-30
856,DVN,DEVON ENERGY CORP/DE,energy,2014-09-30
857,EA,ELECTRONIC ARTS INC.,information_tech,2009-09-30
858,EA,ELECTRONIC ARTS INC.,information_tech,2010-09-30
859,EA,ELECTRONIC ARTS INC.,information_tech,2011-09-30
860,EA,ELECTRONIC ARTS INC.,information_tech,2012-09-30
861,EA,ELECTRONIC ARTS INC.,information_tech,2013-09-30
862,EA,ELECTRONIC ARTS INC.,information_tech,2014-09-30
863,EA,ELECTRONIC ARTS INC.,information_tech,2015-09-30
864,EA,ELECTRONIC ARTS INC.,information_tech,2017-09-30
865,EA,ELECTRONIC ARTS INC.,information_tech,2018-09-30
866,EBAY,EBAY INC,information_tech,2009-09-30
867,EBAY,EBAY INC,information_tech,2010-09-30
868,EBAY,EBAY INC,information_tech,2011-09-30
869,EBAY,EBAY INC,information_tech,2012-09-30
870,EBAY,EBAY INC,information_tech,2013-09-30
871,EBAY,EBAY INC,information_tech,2014-09-30
872,EBAY,EBAY INC,information_tech,2015-09-30
873,EBAY,EBAY INC,information_tech,2016-09-30
874,EBAY,EBAY INC,information_tech,2017-09-30
875,EBAY,EBAY INC,information_tech,2018-09-30
876,ECL,Ecolab Inc.,materials,2009-09-30
877,ECL,Ecolab Inc.,materials,2010-09-30
878,ECL,Ecolab Inc.,materials,2011-09-30
879,ECL,Ecolab Inc.,materials,2012-09-30
880,ECL,Ecolab Inc.,materials,2013-09-30
881,ECL,Ecolab Inc.,materials,2014-09-30
882,ECL,Ecolab Inc.,materials,2016-09-30
883,ECL,Ecolab Inc.,materials,2017-09-30
884,ECL,Ecolab Inc.,materials,2018-09-30
885,ED,Consolidated Edison,utilities,2011-09-30
886,ED,Consolidated Edison,utilities,2012-09-30
887,ED,Consolidated Edison,utilities,2013-09-30
888,ED,Consolidated Edison,utilities,2014-09-30
889,ED,Consolidated Edison,utilities,2016-09-30
890,ED,Consolidated Edison,utilities,2017-09-30
891,ED,Consolidated Edison,utilities,2018-09-30
892,EFX,Equifax Inc.,industrials,2010-09-30
893,EFX,Equifax Inc.,industrials,2011-09-30
894,EFX,Equifax Inc.,industrials,2012-09-30
895,EFX,Equifax Inc.,industrials,2013-09-30
896,EFX,Equifax Inc.,industrials,2014-09-30
897,EFX,Equifax Inc.,industrials,2015-09-30
898,EFX,Equifax Inc.,industrials,2016-09-30
899,EFX,Equifax Inc.,industrials,2017-09-30
900,EFX,Equifax Inc.,industrials,2018-09-30
